,id,title,overview,release_date,popularity,genres,average_vote,runtime,poster_path
73,656156,A Man of Reason,"After 10 years of incarceration on behalf of his employer, all Su-hyuk wants is a normal life - one he hopes will include his former girlfriend, Min-seo, and their daughter, In-bi. But once you've penetrated the upper echelons of the underworld, normal can prove hard to come by. Sometime in the past decade, meanwhile, Su-hyuk's employer has adopted an air of legitimacy. These days, the old gang steal and murder in the name of urban development. And they want the reluctant Su-hyuk on board.",2023-08-15,216.25,"Action, Drama, Thriller",6.6,103,https://image.tmdb.org/t/p/w500/ePwZs1oOh4pg8UZP8DuVZZeIn89.jpg
74,1159204,1962 Halloween Massacre,A group of lifelong best friends go to a remote cottage on Halloween Night.,2023-07-28,125.95,Horror,6.5,80,https://image.tmdb.org/t/p/w500/t2gpwYUF5xZUOiJKKg23ydpmjKk.jpg
75,383498,Deadpool 2,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,2018-05-10,163.1,"Action, Comedy, Adventure",7.49,120,https://image.tmdb.org/t/p/w500/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg
76,933092,The End of Sex,"A young couple, feeling the pressures of parenting and adulthood, sends their kids to camp for the first time and embark on a series of sexual adventures to reinvigorate their relationship.",2023-04-28,124.21,"Comedy, Romance, Drama",6.0,87,https://image.tmdb.org/t/p/w500/6shiIHV2XjDK5yErHhoeMphwpwP.jpg
77,937249,57 Seconds,"When a tech blogger lands an interview with a tech guru and stops an attack on him, he finds a mysterious ring that takes him back 57 seconds into the past.",2023-09-29,154.53,"Thriller, Science Fiction, Action",5.82,99,https://image.tmdb.org/t/p/w500/dfS5qHWFuXyZQnwYREwb7N4qU5p.jpg
78,709716,The Lake,"When a mysterious monster rises from the Mekong River and attacked Bueng Kan, cuts off people from the outside world. Officials and people in the area, including Chinese scientists who accidentally came to conduct research in Thailand, all forces must be mobilized to catch this crazy monster before it's too late.",2022-08-18,131.36,"Horror, Science Fiction, Thriller",5.9,104,https://image.tmdb.org/t/p/w500/t0K4yiqZ6so3spK6DG82LsXZh6c.jpg
79,674,Harry Potter and the Goblet of Fire,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",2005-11-16,154.45,"Adventure, Fantasy",7.8,157,https://image.tmdb.org/t/p/w500/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg
80,799982,Lair,"A fractured family are forced to face their demons, metaphorically and literally, as they unwittingly become embroiled in a man's attempt to prove the existence of the supernatural in order to overturn a friend's murder conviction.",2021-11-09,138.63,Horror,5.88,96,https://image.tmdb.org/t/p/w500/aEYZ9DJMPfoZqz8jCnB64IsJFEz.jpg
81,511082,Black Butler: Book of Murder,"At the Queen’s request, Ciel and the demon butler Sebastian host an extravagant dinner party for the who’s who of the London underground. But an evening that begins with the promise of unmatched elegance quickly spirals into mayhem when their most distinguished guest is found murdered in his room. Now, trapped in the Phantomhive Manor by a dark and stormy night, Ciel and Sebastian must work together with their high-class guests, including the legendary author Sir Arthur Conan Doyle, to find the murderer in their midst before the blame falls on the host and his somewhat suspicious staff.",2014-10-25,141.44,"Mystery, Animation, Adventure",8.1,116,https://image.tmdb.org/t/p/w500/7N8os3UNezyfyY8FowkLbSzHDqW.jpg
82,150540,Inside Out,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Riley's guiding emotions— Joy, Fear, Anger, Disgust and Sadness—live in Headquarters, the control centre inside Riley's mind, where they help advise her through everyday life and tries to keep things positive, but the emotions conflict on how best to navigate a new city, house and school.",2015-06-09,146.03,"Animation, Family, Adventure, Drama, Comedy",7.9,95,https://image.tmdb.org/t/p/w500/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg
83,39345,Casper Meets Wendy,"When a warlock threatens Wendy the Good Little Witch, she and her aunts hide out at a resort where Casper the Ghost is vacationing with his uncles. Although Casper and Wendy are told ghosts and witches don't get along, the two are kindred spirits! This spooky family-friendly adventure finds Casper and Wendy bridging the ghost-witch divide to battle the warlock who is intent on destroying Wendy.",1998-09-08,125.18,"Family, Fantasy, TV Movie",5.99,90,https://image.tmdb.org/t/p/w500/zYJWQvee9CN6nc9En2KUWewHGHr.jpg
84,1022789,Inside Out 2,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",2024-06-13,128.53,"Animation, Family, Drama, Comedy",0.0,0,https://image.tmdb.org/t/p/w500/kAPN02qvX7QTQYtBu9wHN6xQySB.jpg
85,1074049,Ocho apellidos marroquís,"Follows the Díaz-Aguirre family, whose perfect universe turns upside down after the death of the patriarch, who in his will asks his wife to recover the 'Sardinete', his first fishing boat which is rusting in a Moroccan port.",2023-12-01,122.89,Comedy,6.67,0,https://image.tmdb.org/t/p/w500/g5nUFZUekNT6Wo2ZiSQmnM6yWMy.jpg
86,252,Willy Wonka & the Chocolate Factory,"When eccentric candy man Willy Wonka promises a lifetime supply of sweets and a tour of his chocolate factory to five lucky kids, penniless Charlie Bucket seeks the golden ticket that will make him a winner.",1971-06-29,165.33,"Family, Fantasy, Comedy",7.5,99,https://image.tmdb.org/t/p/w500/4yDIYI90akVOsaqk4ct2jlvjpYz.jpg
87,597,Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",1997-11-18,133.79,"Drama, Romance",7.9,194,https://image.tmdb.org/t/p/w500/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg
88,940551,Migration,"After a migrating duck family alights on their pond with thrilling tales of far-flung places, the Mallard family embarks on a family road trip, via New York City, to tropical Jamaica.",2023-12-06,132.64,"Animation, Comedy, Adventure, Family",7.58,83,https://image.tmdb.org/t/p/w500/ldfCF9RhR40mppkzmftxapaHeTo.jpg
89,777411,Landscape with Invisible Hand,"Years into a benevolent alien occupation, mankind is still adjusting to its new overlords. Their technology initially held promise for global prosperity, but rendered most human jobs – and steady income – obsolete. When two teenagers discover the aliens are fascinated with human love and will pay for access to it, they decide to livestream their romance to make extra cash for their families.",2023-08-18,89.79,"Science Fiction, Comedy",6.3,105,https://image.tmdb.org/t/p/w500/cnXvfZrj1azU5Rvbb8D7Fz0wkyt.jpg
90,1034062,Mortal Kombat Legends: Cage Match,"In 1980s Hollywood, action star Johnny Cage is looking to become an A-list actor. But when his costar, Jennifer, goes missing from set, Johnny finds himself thrust into a world filled with shadows, danger, and deceit. As he embarks on a bloody journey, Johnny quickly discovers the City of Angels has more than a few devils in its midst.",2023-10-17,129.08,"Animation, Action, Fantasy",7.01,80,https://image.tmdb.org/t/p/w500/1eKWqTHp4OgKdx1QX1O9LxKHr1M.jpg
91,913604,Renegades,"When a retired Green Beret soldier is murdered by an Albanian drug gang in London, four of his veteran SAS comrades set out to avenge him, dispensing their own brand of justice on the streets of London.",2022-12-02,135.89,"Action, Crime, Thriller",5.05,91,https://image.tmdb.org/t/p/w500/7QvhJsoFbcWsrY0iXGhZTKQaQAr.jpg
92,507086,Jurassic World Dominion,"Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators ona planet they now share with history's most fearsome creatures.",2022-06-01,147.12,"Adventure, Action, Science Fiction",6.77,147,https://image.tmdb.org/t/p/w500/kAVRgw7GgK1CfYEJq8ME6EvRIgU.jpg
93,1203097,Ganti-Ganti,Four lives become intertwined because of one goal - to exact revenge. Things turn bloodier and more chaotic when they all realize who the real mastermind is.,2023-12-01,131.73,"Romance, Drama, Thriller",0.0,92,https://image.tmdb.org/t/p/w500/qwbcX5bVkH3e5jAiHzw116n2rFO.jpg
94,767,Harry Potter and the Half-Blood Prince,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",2009-07-15,129.35,"Adventure, Fantasy",7.7,153,https://image.tmdb.org/t/p/w500/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg
95,675353,Sonic the Hedgehog 2,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",2022-03-30,142.94,"Action, Adventure, Family, Comedy",7.55,123,https://image.tmdb.org/t/p/w500/6DrHO1jr3qVrViUO6s6kFiAGM7.jpg
96,1047041,Detective Conan: Black Iron Submarine,"Many engineers from around the world gather at the Interpol marine facility ""Pacific Buoy"" on Hachijo-jima, in the sea south of central Tokyo Prefecture coast, to witness the launch of a new system that connects all law enforcement camera systems around the world and enables facial recognition worldwide. Conan, along with his friends Kogoro, Ran, Agasa, Haibara, and the Detective Boys, also heads to the island with an invitation from Sonoko to see the whales. He receives a message from Subaru, who says that a Europol agent has been murdered in Germany by Gin. Perturbed, Conan sneaks onto the police ship led by Kuroda, which is bringing them to the island to protect the completion work, and tours the new facility, just in time for the Black Organization to kidnap a female engineer, seeking a piece of important data in her USB drive. A terrifying howl of screws is heard from the ocean as an unknown person approaches Haibara.",2023-04-14,113.42,"Animation, Action, Crime, Mystery",6.6,110,https://image.tmdb.org/t/p/w500/ksQ8uNgoWsVH6a0oPB6zx08pOwU.jpg
97,24428,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",2012-04-25,120.53,"Science Fiction, Action, Adventure",7.7,143,https://image.tmdb.org/t/p/w500/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg
98,55241,Meteor Storm,"San Francisco becomes a target for waves of destructive meteors after a rogue comet orbits around the earth... For astronomer, Michelle Young, what was meant to be a once-in-a-lifetime celestial event, soon turns into her worst nightmare as thousands of meteors break the surface of the atmosphere and bombard the city of San Francisco.",2010-01-30,118.85,"Science Fiction, Adventure, TV Movie",4.57,90,https://image.tmdb.org/t/p/w500/aVzlVwal128Q3mtGOBOC9W2XYcH.jpg
99,536115,Godzilla: The Planet Eater,"With no means for defeating Godzilla Earth, mankind watches as King Ghidorah, clad in a golden light, descends on the planet. The heavens and earth shake once again as the war moves to a higher dimension.",2018-11-09,111.73,"Animation, Science Fiction, Action, Adventure",6.4,91,https://image.tmdb.org/t/p/w500/fOA44BITFth0u4hMSOUgpK0kM6t.jpg
